CODEST;CODASG;GRUASG;CODPRG
941630848;4843;2;63
941630864;1357;6;63
941630864;2227;1;63
941630864;2237;7;63
941630864;2924;1;63
941630864;2941;1;63
941630864;4843;2;63
941630889;1357;1;63
941630889;2227;1;63
941630889;2924;1;63
941630889;2926;1;63
941630889;2940;1;63
941630889;4828;1;63
941630903;1357;2;63
941630903;2227;1;63
941630903;2924;1;63
941630903;2926;1;63
941630903;2941;2;63
941630903;4843;2;63
941630936;1355;2;63
941630936;2234;7;63
941630936;2236;2;63
941630936;2260;2;63
941630936;2940;1;63
941630952;1355;2;63
941630952;2930;1;63
941631078;1357;1;63
941631078;2227;2;63
941631078;2236;1;63
941631078;2924;1;63
941631078;2941;1;63
941631078;4843;4;63
941631086;2222;2;63
941631086;2234;1;63
941631086;2235;8;63
941631086;2236;2;63
941631086;2260;1;63
941631086;2930;2;63
941631117;1357;1;63
941631117;2227;1;63
941631117;2236;2;63
941631117;2926;1;63
941631117;2940;1;63
941631117;4842;1;63
941631141;1421;1;63
941631141;2227;2;63
941631141;2922;1;63
941631141;2924;1;63
941631141;2941;2;63
941631141;4849;1;63
941631166;1357;2;63
941631166;2227;2;63
941631166;2922;1;63
941631166;2924;1;63
941631166;2941;2;63
941631166;4974;1;63
941640038;2224;1;64
941640038;2240;1;64
941640038;2313;1;64
941640038;2316;1;64
941640038;2330;1;64
941640038;4844;2;64
941640054;1357;4;64
941640054;2241;1;64
941640054;2328;1;64
941640054;2332;2;64
941640054;2348;1;64
941640054;2511;4;64
941640054;4972;4;64
941640079;1357;5;64
941640079;2317;2;64
941640079;2328;1;64
941640079;2332;1;64
941640079;2348;1;64
941640079;2511;4;64
941640079;4971;1;64
941640087;2130;1;64
941640087;2240;1;64
941640087;2241;1;64
941640087;2313;1;64
941640087;2315;2;64
941640087;2316;1;64
941640087;2330;1;64
941640095;2222;5;64
941640095;2236;4;64
941640095;2237;2;64
941640095;2310;1;64
941640167;2224;1;64
941640167;2240;1;64
941640167;2241;1;64
941640167;2310;1;64
941640183;2222;6;64
941640183;2234;2;64
941640183;2235;4;64
941640183;2372;1;64
941640183;4844;3;64
941640183;4849;4;64
941640296;2313;1;64
941640296;2317;1;64
941640296;2332;1;64
941640296;2348;1;64
941640296;2511;1;64
941640319;1357;5;64
941640319;2317;2;64
941640319;2328;1;64
941640319;2332;1;64
941640319;2348;1;64
941640319;2511;4;64
941640319;4971;1;64
941640343;2223;2;64
941640343;2234;5;64
941640343;2235;6;64
941640343;2236;4;64
941640343;2237;8;64
941640343;2310;1;64
941640351;1355;2;64
941640351;2224;1;64
941640351;2310;1;64
941640351;2316;1;64
941640368;1355;2;64
941640368;2224;1;64
941640368;2240;1;64
941640368;2313;1;64
941640368;2316;1;64
941640368;2330;1;64
941640376;2130;2;64
941640376;2223;1;64
941640376;2240;1;64
941640376;2241;1;64
941640376;2313;1;64
941640376;2315;2;64
941640376;2316;1;64
941640415;1355;2;64
941640415;2224;1;64
941640415;2240;1;64
941640415;2313;1;64
941640415;2316;1;64
941640415;2330;1;64
941640464;1355;2;64
941640464;2224;1;64
941640464;2240;1;64
941640464;2241;1;64
941640464;2313;1;64
941640464;2330;1;64
941640489;1357;4;64
941640489;2240;1;64
941640489;2241;1;64
941640489;2328;1;64
941640489;2332;2;64
941640489;2348;1;64
941640489;2511;4;64
941640497;1355;2;64
941640497;2224;1;64
941640497;2240;1;64
941640497;2241;1;64
941640497;2313;1;64
941640497;2330;1;64
941640528;1355;2;64
941640528;2224;1;64
941640528;2240;1;64
941640528;2313;1;64
941640528;2316;1;64
941640528;2330;1;64
941640585;2130;3;64
941640585;2223;1;64
941640585;2237;7;64
941640585;2313;1;64
941640585;2315;2;64
941640585;2915;3;64
941640585;4843;6;64
941640608;1355;5;64
941640608;2224;1;64
941640608;2240;1;64
941640608;2241;1;64
941640608;2316;1;64
941640608;2330;1;64
941640681;2339;1;64
941640681;2341;1;64
941640681;2658;1;64
941640681;2761;1;64
941640681;4672;2;64
941640681;4792;4;64
942240014;3230;1;24
942240022;3236;1;24
942240022;3237;1;24
942240022;3540;1;24
942240022;4790;3;24
942240039;3220;1;24
942240039;3230;1;24
942240039;3530;1;24
942240047;3220;1;24
942240047;3230;1;24
942240071;3236;1;24
942240071;3237;1;24
942240071;3540;1;24
942240071;4790;1;24
942240096;3236;1;24
942240096;3237;1;24
942240096;3540;1;24
942240096;4790;2;24
942240102;3236;1;24
942240102;3237;1;24
942240102;3540;1;24
942240102;4790;1;24
942240119;3236;1;24
942240119;3237;1;24
942240119;3540;1;24
942240119;4790;1;24
942240135;3220;1;24
942240135;3230;1;24
942240135;3530;1;24
942240207;3236;1;24
942240207;3237;1;24
942240207;3540;1;24
942240207;4790;2;24
942240215;3236;1;24
942240215;3237;1;24
942240215;3540;1;24
942240215;4790;1;24
942240248;3530;1;24
942240248;4790;1;24
942240256;3124;3;24
942240256;3223;1;24
942240264;3220;1;24
942240264;3230;1;24
942240264;3530;1;24
942240289;3250;1;24
942240289;3320;1;24
942240289;3550;1;24
942240297;3236;1;24
942240297;3237;1;24
942240297;3540;1;24
942240297;4790;1;24
942240303;3220;1;24
942240303;3230;1;24
942240303;3530;1;24
942240311;3236;1;24
942240311;3237;1;24
942240311;3540;1;24
942240311;4790;2;24
942240328;3220;1;24
942240328;3230;1;24
942240328;3530;1;24
942240336;3236;1;24
942240336;3237;1;24
942240336;3540;1;24
942240336;4790;2;24
942240344;3236;1;24
942240344;3237;1;24
942240344;3540;1;24
942240344;4790;2;24
942240377;3236;1;24
942240377;3237;1;24
942240377;3540;1;24
942240377;4790;3;24
942240385;3220;1;24
942240385;3230;1;24
942240385;3530;1;24
942240393;3236;1;24
942240393;3237;1;24
942240393;3540;1;24
942240393;4790;1;24
942240416;3236;1;24
942240416;3237;1;24
942240416;3540;1;24
942240416;4790;1;24
942240424;3236;1;24
942240424;3237;1;24
942240424;3540;1;24
942240424;4790;2;24
942240449;3220;1;24
942240449;3230;1;24
942240457;3124;1;24
942240457;3223;1;24
942240457;3520;1;24
942240465;3236;1;24
942240465;3237;1;24
942240465;3540;1;24
942240465;4790;1;24
942240473;3236;1;24
942240473;3237;1;24
942240473;3540;1;24
942240473;4790;1;24
942240504;3220;1;24
942240504;3230;1;24
942240504;3530;1;24
942240512;3220;1;24
942240512;3230;1;24
942240512;3530;1;24
942240553;3236;1;24
942240553;3237;1;24
942240553;3540;1;24
942240553;4790;3;24
942240561;3236;1;24
942240561;3237;1;24
942240561;3540;1;24
942240561;4790;2;24
942240578;3236;1;24
942240578;3237;1;24
942240578;3540;1;24
942240578;4790;2;24
942240617;3220;1;24
942240617;3230;1;24
942240617;3530;1;24
942240641;3220;1;24
942240658;3220;1;24
942240658;3230;1;24
942240658;3530;1;24
942240666;3236;1;24
942240666;3237;1;24
942240666;3540;1;24
942240666;4790;2;24
942240674;3220;1;24
942240682;3220;1;24
942240682;3230;1;24
942240682;3530;1;24
942240699;3250;1;24
942240699;3320;1;24
942240699;3550;1;24
942240721;3124;3;24
942240721;3223;1;24
942240738;3236;1;24
942240738;3237;1;24
942240738;3540;1;24
942240738;4790;1;24
942240762;3236;1;24
942240762;3237;1;24
942240762;3540;1;24
942240762;4790;3;24
942240779;3250;1;24
942240779;3320;1;24
942240779;3550;1;24
942240795;3220;1;24
942240795;3230;1;24
942240795;3530;1;24
942240801;3236;1;24
942240801;3237;1;24
942240801;3540;1;24
942240801;4790;2;24
942240826;3223;1;24
942240834;3236;1;24
942240834;3237;1;24
942240834;3540;1;24
942240834;4790;1;24
942240842;3236;1;24
942240842;3237;1;24
942240842;3540;1;24
942240842;4790;3;24
942240859;3220;1;24
942240859;3230;1;24
942240859;3530;1;24
942240875;3236;1;24
942240875;3237;1;24
942240875;3540;1;24
942240875;4790;2;24
942240914;3236;1;24
942240914;3237;1;24
942240914;3540;1;24
942240914;4790;3;24
942240947;3124;3;24
942240947;3223;1;24
942240947;3520;1;24
942241023;3220;1;24
942241023;3230;1;24
942241023;3530;1;24
942241031;3321;1;24
942241031;3580;1;24
942241048;3236;1;24
942241048;3237;1;24
942241048;3540;1;24
942241048;4790;1;24
942241064;3236;1;24
942241064;3237;1;24
942241064;3540;1;24
942241064;4790;3;24
942241089;3220;1;24
942241089;3230;1;24
942241089;3530;1;24
942241097;3236;1;24
942241097;3237;1;24
942241097;3540;1;24
942241097;4790;2;24
942241103;3236;1;24
942241103;3237;1;24
942241103;3540;1;24
942241103;4790;1;24
942241128;3220;1;24
942241128;3530;1;24
942241136;3236;1;24
942241136;3237;1;24
942241136;3540;1;24
942241136;4790;3;24
942241144;3236;1;24
942241144;3237;1;24
942241144;3540;1;24
942241144;4790;2;24
942320039;4234;1;32
942320039;4264;1;32
942320039;4296;1;32
942320039;4735;1;32
942320055;4234;1;32
942320055;4264;1;32
942320055;4296;1;32
942320055;4724;1;32
942320055;4830;1;32
942320063;4234;1;32
942320063;4264;1;32
942320063;4296;1;32
942320063;4724;1;32
942320088;4234;1;32
942320088;4264;1;32
942320088;4296;1;32
942320088;4724;1;32
942320096;4234;1;32
942320096;4264;1;32
942320096;4296;1;32
942320096;4735;1;32
942320102;4234;1;32
942320102;4264;1;32
942320102;4296;1;32
942320102;4724;1;32
942320119;4234;1;32
942320119;4264;1;32
942320119;4296;1;32
942320119;4735;1;32
942320151;4234;1;32
942320151;4262;1;32
942320151;4264;1;32
942320151;4296;1;32
942320151;4673;1;32
942320151;4735;2;32
942320168;4234;1;32
942320168;4264;1;32
942320168;4296;1;32
942320168;4724;1;32
942320176;4234;1;32
942320176;4264;1;32
942320176;4296;1;32
942320176;4735;1;32
942320184;4234;1;32
942320184;4264;1;32
942320184;4296;1;32
942320184;4735;1;32
942320207;4234;1;32
942320207;4264;1;32
942320207;4296;1;32
942320207;4735;1;32
942320215;4235;1;32
942320215;4240;1;32
942320215;4241;1;32
942320248;4234;1;32
942320248;4264;1;32
942320248;4296;1;32
942320248;4735;1;32
942320289;4234;1;32
942320289;4264;1;32
942320289;4296;1;32
942320289;4735;1;32
942320297;4234;1;32
942320297;4264;1;32
942320297;4296;1;32
942320297;4735;1;32
942320303;4234;1;32
942320303;4264;1;32
942320303;4296;1;32
942320303;4735;1;32
942320328;4234;1;32
942320328;4264;1;32
942320328;4296;1;32
942320328;4735;1;32
942320344;4234;1;32
942320344;4264;1;32
942320344;4296;1;32
942320344;4724;1;32
942320393;4234;1;32
942320393;4264;1;32
942320393;4296;1;32
942320408;4234;1;32
942320408;4264;1;32
942320408;4296;1;32
942320408;4735;1;32
942320416;4235;1;32
942320416;4240;1;32
942320416;4241;1;32
942320424;4234;1;32
942320424;4264;1;32
942320424;4296;1;32
942320424;4735;1;32
942320432;4234;1;32
942320432;4296;1;32
942320432;4735;1;32
942320457;4234;1;32
942320457;4235;1;32
942320457;4296;1;32
942320457;4735;1;32
942320465;4234;1;32
942320465;4264;1;32
942320465;4296;1;32
942320465;4735;1;32
942320473;4234;1;32
942320473;4264;1;32
942320473;4296;1;32
942320473;4735;1;32
942320481;4234;1;32
942320481;4296;1;32
942320481;4735;1;32
942320504;4234;1;32
942320504;4264;1;32
942320504;4296;1;32
942320504;4735;1;32
942320512;4234;1;32
942320512;4264;1;32
942320512;4296;1;32
942320512;4735;1;32
942380066;3431;1;38
942380066;4282;1;38
942380066;4465;1;38
942380066;4517;1;38
942380066;4519;1;38
942380066;4531;1;38
942380066;4535;1;38
942380066;4657;1;38
942390035;1412;1;39
942390035;4026;1;39
942390035;4069;1;39
942390035;4781;1;39
942390035;4970;2;39
942390051;1412;1;39
942390051;4025;1;39
942390051;4065;1;39
942390068;1412;1;39
942390068;4026;1;39
942390068;4069;1;39
942390068;4781;1;39
942390068;4970;2;39
942390076;1412;1;39
942390076;4026;1;39
942390076;4069;1;39
942390076;4446;1;39
942390076;4677;2;39
942390076;4781;1;39
942390076;4970;2;39
942390084;1350;1;39
942390084;1412;1;39
942390084;4119;1;39
942390084;4446;1;39
942390084;4970;2;39
942390131;1412;1;39
942390131;4026;1;39
942390131;4069;1;39
942390131;4446;1;39
942390131;4677;2;39
942390131;4781;1;39
942390131;4970;2;39
942390148;1412;1;39
942390148;4026;1;39
942390148;4069;1;39
942390148;4446;1;39
942390148;4781;1;39
942390148;4970;2;39
942390156;1412;1;39
942390156;4026;1;39
942390156;4446;1;39
942390156;4676;1;39
942390156;4677;2;39
942390164;1412;1;39
942390164;4026;1;39
942390164;4069;1;39
942390164;4676;1;39
942390164;4677;2;39
942390164;4781;1;39
942390172;1412;1;39
942390172;4026;1;39
942390172;4069;1;39
942390172;4446;1;39
942390172;4677;2;39
942390172;4781;1;39
942390172;4970;2;39
942390197;1412;1;39
942390197;4026;1;39
942390197;4069;1;39
942390197;4446;1;39
942390197;4676;1;39
942390197;4677;2;39
942390197;4781;1;39
942390211;1412;1;39
942390211;4026;1;39
942390211;4069;1;39
942390211;4446;1;39
942390211;4781;1;39
942390211;4970;2;39
942390236;1412;1;39
942390236;2932;2;39
942390236;4026;1;39
942390236;4069;1;39
942390236;4446;1;39
942390236;4677;2;39
942390236;4970;2;39
942390244;1412;1;39
942390244;4025;1;39
942390244;4446;1;39
942390244;4970;2;39
942390269;4026;1;39
942390269;4069;1;39
942390269;4677;2;39
942390269;4781;1;39
942390269;4970;2;39
942390349;4065;1;39
942390349;4676;1;39
942390349;4844;4;39
942390349;7011;34;39
942390357;1377;1;39
942390357;4026;1;39
942390357;4069;1;39
942390357;4677;2;39
942390357;4781;1;39
942390357;4970;2;39
942390365;1350;1;39
942390365;1377;1;39
942390365;4027;1;39
942390365;4073;1;39
942390365;4115;1;39
942390365;4119;1;39
942390365;4788;1;39
942390365;4970;1;39
942390398;1377;1;39
942390398;4026;1;39
942390398;4069;1;39
942390398;4677;2;39
942390398;4781;1;39
942390398;4970;2;39
942390404;1412;1;39
942390404;2932;2;39
942390404;4025;1;39
942390404;4970;2;39
942390429;1412;1;39
942390429;4026;1;39
942390429;4069;1;39
942390429;4446;1;39
942390429;4781;1;39
942390429;4970;2;39
942390437;1412;1;39
942390437;4026;1;39
942390437;4069;1;39
942390437;4677;2;39
942390437;4781;1;39
942390437;4970;2;39
942390445;2931;2;39
942390445;4015;1;39
942390453;1377;1;39
942390453;4026;1;39
942390453;4069;1;39
942390453;4676;1;39
942390453;4788;1;39
942400014;4734;1;40
942400014;5131;1;40
942400014;5138;1;40
942400014;5140;1;40
942400014;5144;1;40
942400014;5167;1;40
942400014;5218;1;40
942400014;5225;1;40
942400022;2918;1;40
942400022;4655;2;40
942400022;5130;1;40
942400022;5142;1;40
942400022;5145;1;40
942400022;5217;1;40
942400022;5221;1;40
942400039;4734;1;40
942400039;5131;1;40
942400039;5138;1;40
942400039;5140;1;40
942400039;5144;1;40
942400039;5167;1;40
942400039;5218;1;40
942400039;5225;1;40
942400047;4734;1;40
942400047;5131;1;40
942400047;5138;1;40
942400047;5140;1;40
942400047;5144;1;40
942400047;5167;1;40
942400047;5218;1;40
942400047;5225;1;40
942400055;2918;1;40
942400055;4656;3;40
942400055;5130;1;40
942400055;5142;1;40
942400055;5145;1;40
942400055;5217;1;40
942400055;5221;1;40
942400088;4734;1;40
942400088;5131;1;40
942400088;5138;1;40
942400088;5140;1;40
942400088;5144;1;40
942400088;5167;1;40
942400088;5218;1;40
942400088;5225;1;40
942400102;4734;1;40
942400102;5131;1;40
942400102;5138;1;40
942400102;5140;1;40
942400102;5144;1;40
942400102;5167;1;40
942400102;5218;1;40
942400102;5225;1;40
942400119;4734;1;40
942400119;5131;1;40
942400119;5138;1;40
942400119;5140;1;40
942400119;5144;1;40
942400119;5167;1;40
942400119;5218;1;40
942400119;5225;1;40
942400135;2918;1;40
942400135;4655;2;40
942400135;5130;1;40
942400135;5145;1;40
942400143;5130;1;40
942400143;5140;1;40
942400143;5144;1;40
942400143;5167;1;40
942400151;4734;1;40
942400151;5131;1;40
942400151;5138;1;40
942400151;5140;1;40
942400151;5144;1;40
942400151;5167;1;40
942400151;5218;1;40
942400151;5225;1;40
942400168;4734;1;40
942400168;5131;1;40
942400168;5138;1;40
942400168;5140;1;40
942400168;5144;1;40
942400168;5167;1;40
942400168;5218;1;40
942400168;5225;1;40
942400176;4734;1;40
942400176;5131;1;40
942400176;5138;1;40
942400176;5140;1;40
942400176;5144;1;40
942400176;5167;1;40
942400176;5218;1;40
942400176;5225;1;40
942400184;4734;1;40
942400184;5131;1;40
942400184;5138;1;40
942400184;5140;1;40
942400184;5144;1;40
942400184;5167;1;40
942400184;5218;1;40
942400184;5225;1;40
942400207;2918;1;40
942400207;4655;2;40
942400207;5130;1;40
942400207;5142;1;40
942400207;5145;1;40
942400207;5217;1;40
942400207;5221;1;40
942400264;1323;1;40
942400264;4785;1;40
942400264;4973;2;40
942400264;5129;1;40
942400264;5133;1;40
942400264;5216;1;40
942400264;5222;1;40
942400272;4734;1;40
942400272;5131;1;40
942400272;5138;1;40
942400272;5140;1;40
942400272;5144;1;40
942400272;5167;1;40
942400272;5218;1;40
942400272;5225;1;40
942400289;2918;1;40
942400289;5130;1;40
942400289;5142;1;40
942400289;5145;1;40
942400289;5221;1;40
942400297;4734;1;40
942400297;5131;1;40
942400297;5138;1;40
942400297;5140;1;40
942400297;5144;1;40
942400297;5167;1;40
942400297;5218;1;40
942400297;5225;1;40
942400303;4734;1;40
942400303;5131;1;40
942400303;5138;1;40
942400303;5140;1;40
942400303;5144;1;40
942400303;5167;1;40
942400303;5218;1;40
942400303;5225;1;40
942400311;4734;1;40
942400311;5131;1;40
942400311;5138;1;40
942400311;5140;1;40
942400311;5144;1;40
942400311;5167;1;40
942400311;5218;1;40
942400311;5225;1;40
942400344;2918;2;40
942400344;4656;3;40
942400344;5130;2;40
942400344;5142;2;40
942400344;5145;2;40
942400344;5217;2;40
942400344;5221;1;40
942400369;4734;1;40
942400369;5131;1;40
942400369;5138;1;40
942400369;5140;1;40
942400369;5144;1;40
942400369;5167;1;40
942400369;5218;1;40
942400369;5225;1;40
942400416;4734;1;40
942400416;5131;1;40
942400416;5138;1;40
942400416;5140;1;40
942400416;5144;1;40
942400416;5167;1;40
942400416;5218;1;40
942400416;5225;1;40
942400457;4727;1;40
942400457;5135;1;40
942400457;5141;1;40
942400457;5236;1;40
942400457;5238;1;40
942400457;5240;1;40
942400457;5242;1;40
942400457;5252;1;40
942400465;5136;1;40
942400465;5151;1;40
942400465;5168;1;40
942400465;5198;1;40
942400465;5235;1;40
942400465;5239;1;40
942400465;5243;1;40
942400465;5253;1;40
942400473;4734;1;40
942400473;5131;1;40
942400473;5138;1;40
942400473;5140;1;40
942400473;5144;1;40
942400473;5167;1;40
942400473;5218;1;40
942400473;5225;1;40
942400481;4734;1;40
942400481;5131;1;40
942400481;5138;1;40
942400481;5140;1;40
942400481;5144;1;40
942400481;5167;1;40
942400481;5218;1;40
942400481;5225;1;40
942400504;4734;1;40
942400504;5131;1;40
942400504;5138;1;40
942400504;5140;1;40
942400504;5144;1;40
942400504;5167;1;40
942400504;5218;1;40
942400504;5225;1;40
942400529;4734;1;40
942400529;5131;1;40
942400529;5138;1;40
942400529;5140;1;40
942400529;5144;1;40
942400529;5167;1;40
942400529;5218;1;40
942400529;5225;1;40
942400537;4734;1;40
942400537;5131;1;40
942400537;5138;1;40
942400537;5140;1;40
942400537;5144;1;40
942400537;5167;1;40
942400537;5218;1;40
942400537;5225;1;40
942500018;1312;1;50
942500018;1356;3;50
942500018;1426;2;50
942500018;1493;2;50
942500018;2667;5;50
942500018;5172;1;50
942500034;1426;1;50
942500034;1445;3;50
942500034;2215;5;50
942500034;2218;2;50
942500034;5172;4;50
942500034;5174;1;50
942500067;1312;3;50
942500067;1417;3;50
942500067;1426;2;50
942500067;1434;1;50
942500067;1493;1;50
942500067;2667;4;50
942500067;5176;2;50
942500083;1310;4;50
942500083;1445;3;50
942500083;2215;5;50
942500083;2218;2;50
942500083;4841;1;50
942500083;5172;4;50
942500091;1311;1;50
942500091;1356;3;50
942500091;1423;2;50
942500091;1493;1;50
942500091;4973;3;50
942500091;5176;2;50
942500114;1417;2;50
942500114;1426;3;50
942500114;1445;3;50
942500114;2215;5;50
942500114;2218;3;50
942500122;1310;4;50
942500122;1425;4;50
942500122;1445;3;50
942500122;2215;2;50
942500122;5172;4;50
942500122;5174;3;50
942500139;1311;1;50
942500139;1417;1;50
942500139;1493;2;50
942500139;2216;4;50
942500139;2218;1;50
942500139;5154;2;50
942500171;1312;1;50
942500171;1423;1;50
942500171;1434;2;50
942500171;1462;1;50
942500171;1493;3;50
942500171;5176;1;50
942500219;1356;3;50
942500219;1417;1;50
942500219;1426;1;50
942500219;1434;2;50
942500219;1493;2;50
942500219;5174;3;50
942500227;1310;1;50
942500227;1356;1;50
942500227;1425;3;50
942500227;1428;1;50
942500227;1483;2;50
942500235;1312;1;50
942500235;1356;2;50
942500235;1434;1;50
942500235;1493;2;50
942500235;2667;1;50
942500235;5172;1;50
942500243;1311;1;50
942500243;1426;1;50
942500243;1428;1;50
942500243;1483;3;50
942500243;2216;4;50
942500243;5172;2;50
942500268;1311;1;50
942500268;2216;2;50
942500268;2218;3;50
942500268;4971;3;50
942500268;5174;2;50
942500276;1312;1;50
942500276;1423;2;50
942500276;1428;3;50
942500276;1434;3;50
942500276;2216;1;50
942500276;5176;3;50
942500284;1312;1;50
942500284;1356;3;50
942500284;1423;2;50
942500284;1483;3;50
942500284;2667;4;50
942500284;5176;1;50
942500292;1312;3;50
942500292;1356;2;50
942500292;1426;1;50
942500292;1434;1;50
942500292;2667;4;50
942500292;5172;1;50
942500315;1312;3;50
942500315;1423;3;50
942500315;1434;1;50
942500315;1493;2;50
942500315;2667;1;50
942500315;5176;2;50
942500323;1311;2;50
942500323;1356;2;50
942500323;1417;2;50
942500323;1493;3;50
942500323;2667;1;50
942500323;5172;1;50
942500331;1311;1;50
942500331;1423;1;50
942500331;1445;3;50
942500331;2216;3;50
942500331;2667;1;50
942500331;5176;2;50
942500348;1312;1;50
942500348;1434;1;50
942500348;1493;2;50
942500348;2216;4;50
942500348;2667;5;50
942500348;5172;1;50
942500356;1310;2;50
942500356;1423;2;50
942500356;1483;1;50
942500356;2667;2;50
942500356;5172;1;50
942500372;1441;4;50
942500372;2211;4;50
942500372;4782;5;50
942500372;4849;2;50
942500372;4971;2;50
942500372;5154;1;50
942500389;1311;2;50
942500389;1356;2;50
942500389;1426;3;50
942500389;1483;3;50
942500389;2667;1;50
942500389;5176;2;50
942500397;1312;1;50
942500397;1359;3;50
942500397;1426;2;50
942500397;1428;1;50
942500397;1434;4;50
942500397;5176;2;50
942500403;1311;1;50
942500403;1417;3;50
942500403;1425;3;50
942500403;2216;3;50
942500403;2667;1;50
942500403;4971;1;50
942500411;1311;3;50
942500411;1359;3;50
942500411;1426;3;50
942500411;1428;2;50
942500411;1483;3;50
942500411;5172;1;50
942500428;1312;3;50
942500428;1417;1;50
942500428;1426;1;50
942500428;1434;2;50
942500428;1493;2;50
942500428;4973;2;50
942500428;5176;3;50
942500444;2211;4;50
942500477;1312;2;50
942500477;1356;2;50
942500477;1426;1;50
942500477;1434;4;50
942500477;2667;5;50
942500477;5172;4;50
942500493;1311;2;50
942500493;1356;3;50
942500493;1426;3;50
942500493;1493;2;50
942500493;2667;5;50
942500493;5172;2;50
942500508;1426;1;50
942500508;1493;2;50
942500508;2215;2;50
942500508;2218;1;50
942500508;5172;4;50
942500508;5174;3;50
942500516;1364;2;50
942500516;1426;2;50
942500516;1434;3;50
942500516;1462;1;50
942500516;1493;2;50
942500516;2667;5;50
942500524;1312;3;50
942500524;1356;3;50
942500524;1493;1;50
942500524;2667;5;50
942500524;4973;4;50
942500524;5174;3;50
942500532;1310;4;50
942500532;1356;3;50
942500532;1417;1;50
942500532;1426;2;50
942500532;2667;5;50
942500532;5174;3;50
942500557;1312;1;50
942500557;1417;3;50
942500557;1426;2;50
942500557;1434;3;50
942500557;1493;2;50
942500557;2667;5;50
942500557;5172;1;50
942500565;1312;1;50
942500565;1434;2;50
942500565;1462;1;50
942500565;1493;2;50
942500565;2667;5;50
942500565;5172;1;50
942500565;5176;3;50
942500581;1910;1;50
942500604;1417;2;50
942500604;1426;1;50
942500604;1434;1;50
942500604;1493;2;50
942500604;2667;5;50
942500604;4973;1;50
942500604;5174;3;50
942500612;1311;1;50
942500612;1417;2;50
942500612;1426;1;50
942500612;1493;2;50
942500612;2667;3;50
942500612;5174;1;50
942500612;5176;1;50
942500629;1311;1;50
942500629;1426;1;50
942500629;1445;2;50
942500629;2216;1;50
942500629;2667;3;50
942500629;5172;1;50
942500645;1310;1;50
942500645;1426;1;50
942500645;1483;2;50
942500645;2215;2;50
942500645;2218;4;50
942500645;5174;2;50
942500661;1312;1;50
942500661;1417;3;50
942500661;1426;2;50
942500661;1434;3;50
942500661;1493;2;50
942500661;2667;5;50
942500661;5172;1;50
942500678;1426;2;50
942500678;1445;3;50
942500678;2215;4;50
942500678;2218;1;50
942500678;4973;5;50
942500686;1426;2;50
942500686;1434;3;50
942500686;1462;1;50
942500686;1493;2;50
942500686;2667;5;50
942500686;5172;1;50
942500694;1311;1;50
942500694;1356;3;50
942500694;1426;1;50
942500694;1483;3;50
942500694;5172;4;50
942500694;5174;1;50
942500717;1426;2;50
942500717;1434;1;50
942500717;1493;2;50
942500717;2667;3;50
942500717;4971;1;50
942500717;5174;1;50
942500717;5176;1;50
942500725;1417;2;50
942500725;1426;1;50
942500725;1493;2;50
942500725;2216;3;50
942500725;2667;5;50
942500725;4973;1;50
942500725;5176;2;50
942500774;1312;2;50
942500774;1359;1;50
942500774;1434;2;50
942500774;1462;1;50
942500774;1493;3;50
942500774;5172;1;50
942500782;1310;4;50
942500782;1426;3;50
942500782;1445;3;50
942500782;2215;5;50
942500799;1312;3;50
942500799;1423;1;50
942500799;1428;1;50
942500799;1434;2;50
942500799;1462;3;50
942500799;5176;1;50
942500805;1312;3;50
942500805;1423;2;50
942500805;1434;2;50
942500805;1462;3;50
942500805;4792;3;50
942500813;1310;1;50
942500813;1445;4;50
942500813;2215;3;50
942500813;2218;2;50
942500813;5174;4;50
942500821;1910;1;50
942500846;1312;1;50
942500846;1423;1;50
942500846;1434;2;50
942500846;1462;1;50
942500846;1493;2;50
942500846;4792;5;50
942500854;1311;3;50
942500854;1426;3;50
942500854;1428;2;50
942500854;1493;3;50
942500854;2216;4;50
942500854;5176;3;50
942500862;1910;1;50
942500895;1312;2;50
942500895;1426;1;50
942500895;1428;3;50
942500895;1434;4;50
942500895;1462;2;50
942500895;1493;3;50
942500901;1310;4;50
942500901;1356;1;50
942500901;1426;2;50
942500901;1493;2;50
942500901;2667;3;50
942500901;5176;1;50
942500918;1910;1;50
942500926;1312;1;50
942500926;1356;1;50
942500926;1423;1;50
942500926;1434;2;50
942500926;2667;5;50
942500926;5176;3;50
942500934;1311;1;50
942500934;1356;3;50
942500934;1428;1;50
942500934;1493;1;50
942500934;5176;1;50
942500942;1364;2;50
942500942;1423;2;50
942500942;1428;1;50
942500942;1435;2;50
942500942;1463;1;50
942500942;1468;3;50
942500975;1910;1;50
942500991;1311;1;50
942500991;1445;2;50
942500991;2216;4;50
942500991;2667;7;50
942500991;5174;3;50
942500991;5176;3;50
942501002;1910;1;50
942501019;1310;1;50
942501019;1417;3;50
942501019;1426;1;50
942501019;1483;3;50
942501019;2216;1;50
942501019;5172;1;50
942501027;1312;1;50
942501027;1426;2;50
942501027;1434;1;50
942501027;1462;1;50
942501027;1493;2;50
942501027;5172;2;50
942501035;1312;3;50
942501035;1423;1;50
942501035;1434;3;50
942501035;1462;3;50
942501035;4792;3;50
942501035;5176;1;50
942501043;1311;1;50
942501043;1356;3;50
942501043;1417;1;50
942501043;1426;1;50
942501043;1493;2;50
942501043;5172;2;50
